head,relation,tail
缺角,has_Measures,管片养护：①、按工艺规定，控制好静、升、恒、降四阶段蒸养过程，规范如实填写蒸养记录
缺角,appear_on_location,接口处
缺角,has_Measures,要求施工班组对蜂窝麻面区域区域实施临时支护措施。
缺角,appear_on_location,外侧拱部
缺角,has_Measures,质量检查表
缺角,has_Measures,对孔洞缺陷处部位已安排专项验收，请相关责任人签字确认。
缺角,has_Measures,监理抽检
缺角,affect_compnent,钢筋笼骨架
缺角,affect_compnent,钢筋骨架
缺角,has_Measures,"制定设备机具保养手册,定期对设备进行保养"
缺角,has_Measures,质量验收记录
缺角,has_Measures,质量员复核
缺角,affect_compnent,管片
缺角,affect_compnent,拱顶管片
缺角,has_Measures,应立即开展裂缝扩展段复核并形成整改记录。
缺角,appear_on_location,混凝土的切割端面
缺角,appear_on_location,构件靠模的侧面
缺角,has_Measures,当地铁管片浇筑成型后，不可急于脱模操作，而是要观察对应试块在同等条件下的养护情况，检验其具体的抗压强度系数是否符合脱模参数指标，如果达到可脱模性能再进行脱模以及吊运
缺角,has_Measures,"二次振捣周边混凝土,以提高排气"
缺角,has_Measures,对密封不严部位部位已安排专项验收，请相关责任人签字确认。
缺角,appear_on_location,止水槽侧面
缺角,has_Measures,需对裂缝扩展段部位加强巡查并做好风险提示牌。
缺角,has_Measures,建议对密封不严部位进行加固处理并上报监理。
缺角,has_Measures,应立即开展掉角破损处复核并形成整改记录。
缺角,appear_on_location,盾构始发段
缺角,appear_on_location,左线三十环
缺角,appear_on_location,3号盾构井
缺角,appear_on_location,内面侧
缺角,appear_on_location,下行线十五环
缺角,has_Measures,现场已下发裂缝扩展段整改通知单，需跟踪闭合。
缺角,has_Measures,应立即开展蜂窝麻面区域复核并形成整改记录。
缺角,has_Measures,需对密封不严部位部位加强巡查并做好风险提示牌。
缺角,has_Measures,体积稍大的先凿除蜂窝处松散混凝土颗粒，用水洗刷干净后再用水泥砂浆掺修补胶修补
缺角,appear_on_location,拱腰位置
缺角,has_Measures,过程中，必须确保混凝土的配合比例精准，严格按照设计要求进行搅拌，混凝土的成型也需要注意各种细节，以保证管片的质量
缺角,has_Measures,"做好施工人员的技术交底和培训工作,定期进行考核"
缺角,affect_compnent,终止环管片
缺角,appear_on_location,右线十环
缺角,affect_compnent,螺栓孔
缺角,has_Measures,监理停工令
缺角,appear_on_location,钢筋表面
缺角,has_Measures,制定详细的验收标准及抽检计划
缺角,has_Measures,钢筋要保持平直没有局部的弯折现象
缺角,has_Measures,管片应按生产日期及型号排列堆放整齐
缺角,has_Measures,现场已下发渗漏水点整改通知单，需跟踪闭合。
缺角,has_Measures,在混凝土浇注过程中还要密切观察
缺角,has_Measures,是否偏移、脱落、变形等，如发现上述问题要及时修正，问题较严重修正困难时，要及时通知预制厂负责人
缺角,has_Measures,密实而不离析
缺角,has_Measures,在养护期间，应严格控制管片的养护环境，保持养护温度和湿度的稳定，并定期检测管片的强度发展情况，养护效果的稳定和可靠
缺角,appear_on_location,右线五十环
缺角,has_Measures,需对孔洞缺陷处部位加强巡查并做好风险提示牌。
缺角,has_Measures,制定严格的升降温制度
缺角,has_Measures,混凝土工程冬期施工时，需对混凝土生产人员进行专门培训，严格按冬期施工规范要求进行混凝土的生产和浇筑
缺角,appear_on_location,左线一环
缺角,has_Measures,检漏检验：每50环抽查1块
缺角,has_Measures,焊机工作电流不得大于300
缺角,affect_compnent,焊丝盘
缺角,has_Measures,现场已下发偏位错台位置整改通知单，需跟踪闭合。
缺角,has_Measures,严格控制混凝土搅拌与成型环节，以提高钢纤维混凝土管片的生产质量
缺角,appear_on_location,管片侧面
缺角,appear_on_location,端面
缺角,has_Measures,对偏位错台位置部位已安排专项验收，请相关责任人签字确认。
缺角,appear_on_location,上行线二十环
缺角,has_Measures,监理旁站
缺角,affect_compnent,止水条
缺角,has_Measures,移位的现象应该及时停止加工进程，以快捷高效的手段处理这些突发问题后，抢在混凝土开始凝结之前再次恢复加工，这样可以避免一些突发状况下由于人员的松懈大意造成的产品损耗浪费，同时也能够保证加工效率
缺角,has_Measures,在生产过程中通过调节水温进行混凝土生产温度控制生产，冬天加热水夏天加冰水来保证混凝土温度，让气泡比较利于排出
缺角,has_Measures,过程的温度控制，确保管片降温速率，试验室及时跟踪管片
缺角,has_Measures,水池养护过程中要覆盖水池并保证水温在（20±2）
缺角,has_Measures,加强沟通做好交接班记录
缺角,has_Measures,对螺栓松动位置部位已安排专项验收，请相关责任人签字确认。
缺角,appear_on_location,右线四十二环
缺角,has_Measures,建议对渗漏水点进行加固处理并上报监理。
缺角,appear_on_location,底板中部
缺角,has_Measures,加大管理人员的现场监督力度
缺角,has_Measures,建议对蜂窝麻面区域进行加固处理并上报监理。
缺角,affect_compnent,拼缝
缺角,appear_on_location,内弯弧面
缺角,appear_on_location,右面端面
缺角,has_Measures,采用固定台座法生产大直径管片时，应采用聚羧酸高性能或高效
缺角,has_Measures,调整凝结时间的早强成分不得使用早强剂代替
缺角,has_Measures,通过对钢筋混凝土管片生产工艺与质量管理的研究，通过加强原材料管理、实施生产过程中的实时监控、完善缺陷修复机制等手段，有效提升了管片的质量稳定性
缺角,has_Measures,现场已下发蜂窝麻面区域整改通知单，需跟踪闭合。
缺角,has_Measures,需对掉角破损处部位加强巡查并做好风险提示牌。
缺角,has_Measures,模具在发货前及进厂后必须分别按钢模的加工合同进行其宽度、弧弦长、对角线、环面角度等精度控制指标进行验收与检测
缺角,has_Measures,模具必须采用专门的车辆进行运输
缺角,affect_compnent,键槽管片
混凝土振捣,use_material,浆液
混凝土振捣,use_equipment,刀盘电机
混凝土振捣,use_material,混凝土
混凝土振捣,use_equipment,螺栓拧紧机
混凝土振捣,control_Parameter,环片拼装间隙强度等级
混凝土振捣,control_Parameter,温湿度
混凝土振捣,cause_Hazards,端面破损
混凝土振捣,use_equipment,液压千斤顶
混凝土振捣,use_equipment,模具
混凝土振捣,use_material,掺合料
混凝土振捣,control_Parameter,配合比
混凝土振捣,use_material,减水剂
混凝土振捣,use_equipment,测量传感器
混凝土振捣,cause_Hazards,偏位错台
混凝土振捣,use_material,脱模剂
混凝土振捣,use_material,水泥
混凝土振捣,use_equipment,驱动电机
混凝土振捣,control_Parameter,螺栓预紧力
混凝土振捣,control_Parameter,拼装间隙厚度测量值
混凝土振捣,use_equipment,注浆泵
混凝土振捣,use_equipment,钢模
混凝土振捣,use_material,外加剂
混凝土振捣,cause_Hazards,接缝开裂
混凝土振捣,control_Parameter,焊接时间
混凝土振捣,control_Parameter,螺栓预紧力含量
混凝土振捣,use_material,外加剂掺量
混凝土振捣,use_material,钢筋间距
混凝土振捣,use_material,止水带材质
混凝土振捣,cause_Hazards,掉皮
混凝土振捣,use_material,钢筋
混凝土振捣,control_Parameter,螺栓预紧力强度等级
混凝土振捣,control_Parameter,密封垫压缩量
混凝土振捣,use_equipment,顶推油缸
混凝土振捣,use_material,混凝土配合比
混凝土振捣,control_Parameter,试压强度
混凝土振捣,control_Parameter,设计强度
混凝土振捣,use_material,粉煤灰
混凝土振捣,use_material,钢筋保护层厚度
混凝土振捣,control_Parameter,钢筋间距压力
混凝土振捣,control_Parameter,螺栓预紧力压力
混凝土振捣,use_equipment,振捣棒
混凝土振捣,control_Parameter,温差
混凝土振捣,control_Parameter,湿养强度
混凝土振捣,cause_Hazards,孔洞缺陷
混凝土振捣,control_Parameter,坍落度
混凝土振捣,cause_Hazards,掉角破损
混凝土振捣,cause_Hazards,密封不严
混凝土振捣,control_Parameter,蒸发量
混凝土振捣,use_material,防水材料
混凝土振捣,control_Parameter,混凝土保护层含量
混凝土振捣,control_Parameter,环片拼装间隙厚度测量值
混凝土振捣,control_Parameter,水胶比
混凝土振捣,control_Parameter,厚度
混凝土振捣,use_equipment,振动器
混凝土振捣,use_equipment,振动棒
混凝土振捣,use_equipment,震动台
混凝土振捣,control_Parameter,静停时间
混凝土振捣,control_Parameter,振捣时间
混凝土振捣,control_Parameter,水灰比
混凝土振捣,control_Parameter,注浆压力
混凝土振捣,use_equipment,土压传感器
混凝土振捣,use_material,骨料
混凝土振捣,use_material,钢纤维
混凝土振捣,control_Parameter,螺栓预紧力厚度
混凝土振捣,control_Parameter,处理时间
混凝土振捣,control_Parameter,升降温速度
混凝土振捣,control_Parameter,光面时间
混凝土振捣,use_equipment,同步千斤顶
混凝土振捣,use_equipment,蒸养罩
混凝土振捣,use_equipment,拼装机
混凝土振捣,control_Parameter,环片拼装间隙压力
混凝土振捣,cause_Hazards,裂缝扩展
混凝土振捣,use_material,橡胶
混凝土振捣,control_Parameter,混凝土保护层厚度
混凝土振捣,use_material,钢筋锈蚀
混凝土振捣,use_material,浆液配比
混凝土振捣,cause_Hazards,渗漏水
混凝土振捣,control_Parameter,湿度
混凝土振捣,control_Parameter,水养时间
混凝土振捣,use_material,集料
混凝土振捣,cause_Hazards,隧道漏水
混凝土振捣,use_equipment,模板
混凝土振捣,control_Parameter,湿度差
混凝土振捣,control_Parameter,注浆量压力
混凝土振捣,use_material,混凝土强度
混凝土振捣,cause_Hazards,混凝土剥落
混凝土振捣,control_Parameter,抗压强度
混凝土振捣,control_Parameter,环片拼装间隙压力读数波动较大，记录峰值38k[UNK]a。
混凝土振捣,control_Parameter,环片拼装间隙厚度
混凝土振捣,use_equipment,水泥厂
混凝土振捣,use_material,助磨剂
混凝土振捣,use_material,木钙
混凝土振捣,control_Parameter,养护温度
裂缝扩展,cause_Problems,裂纹
裂缝扩展,cause_Problems,气泡
裂缝扩展,cause_Problems,蜂窝麻面
裂缝扩展,cause_Problems,粘皮
裂缝扩展,cause_Problems,粘连
裂缝扩展,cause_Problems,空洞
裂缝扩展,cause_Problems,蜂窝
裂缝扩展,cause_Problems,缺棱掉角
裂缝扩展,cause_Problems,蜂窝空洞
裂缝扩展,cause_Problems,浮浆
裂缝扩展,cause_Problems,龟裂纹
裂缝扩展,cause_Problems,沉缩裂缝
裂缝扩展,cause_Problems,缺角
裂缝扩展,cause_Problems,螺栓
裂缝扩展,cause_Problems,裂缝
裂缝扩展,cause_Problems,露筋
裂缝扩展,cause_Problems,翘曲
止水条,has_Activity,振捣
止水条,has_Activity,粘模
止水条,has_Activity,下料
止水条,has_Activity,脱模
止水条,has_Activity,收面
止水条,has_Activity,养护
止水条,has_Activity,蒸汽养护
止水条,has_Activity,漫水养护
止水条,has_Activity,搅拌
止水条,has_Activity,浇筑
止水条,has_Activity,静停
止水条,has_Activity,蒸养
止水条,has_Activity,混凝土振捣
止水条,has_Activity,浇筑振捣
螺栓,has_Measures,在浇筑以后利用振捣棒充分
螺栓,affect_compnent,环管片
螺栓,has_Measures,要求施工班组对螺栓松动位置区域实施临时支护措施。
螺栓,appear_on_location,混凝土表面
螺栓,appear_on_location,侧墙
螺栓,appear_on_location,左线32环
螺栓,has_Measures,要求施工班组对裂缝扩展段区域实施临时支护措施。
螺栓,affect_compnent,止水带
螺栓,has_Measures,安排人员每天测定环境
螺栓,appear_on_location,注浆孔附近
螺栓,appear_on_location,盾构到达段
螺栓,appear_on_location,止水槽
螺栓,has_Measures,要求施工班组对孔洞缺陷处区域实施临时支护措施。
螺栓,affect_compnent,加宽管片
螺栓,has_Measures,班组自检
螺栓,appear_on_location,右线15环
螺栓,has_Measures,及时调整混凝土
螺栓,has_Measures,搅拌时先投入砂、石和水，再加入水泥，避免水泥直接与热水搅拌，以免产生假凝现象
螺栓,has_Measures,"厚大型管片宜采取分层振捣的方式,根据模具大小合理布置附着式振动器,合理设定振动频率,以保障混凝土浇筑质量"
螺栓,appear_on_location,侧模
螺栓,has_Measures,对蜂窝麻面区域部位已安排专项验收，请相关责任人签字确认。
螺栓,appear_on_location,底板
螺栓,appear_on_location,端板
螺栓,affect_compnent,钢筋笼
螺栓,has_Measures,预留的4个钢筋起吊环上，保证钢筋笼在水平方向上不发生偏移，
螺栓,has_Measures,外弧向上，内弧向下，不可随便摆放，不可乱挂吊点，防止成型的
螺栓,has_Measures,出现扭曲变形情况
螺栓,appear_on_location,拱顶
螺栓,has_Measures,实时监控体系
螺栓,has_Measures,钢筋骨架用四点吊钩吊至指定区域按型号堆放整齐
螺栓,has_Measures,应立即开展螺栓松动位置复核并形成整改记录。
螺栓,affect_compnent,预埋件
螺栓,affect_compnent,环片
螺栓,has_Measures,应立即开展偏位错台位置复核并形成整改记录。
螺栓,has_Measures,管片养护：①、按工艺规定，控制好静、升、恒、降四阶段蒸养过程，规范如实填写蒸养记录
螺栓,appear_on_location,接口处
螺栓,has_Measures,要求施工班组对蜂窝麻面区域区域实施临时支护措施。
螺栓,appear_on_location,外侧拱部
螺栓,has_Measures,质量检查表
螺栓,has_Measures,对孔洞缺陷处部位已安排专项验收，请相关责任人签字确认。
螺栓,has_Measures,监理抽检
螺栓,affect_compnent,钢筋笼骨架
螺栓,affect_compnent,钢筋骨架
螺栓,has_Measures,"制定设备机具保养手册,定期对设备进行保养"
螺栓,has_Measures,质量验收记录
螺栓,has_Measures,质量员复核
螺栓,affect_compnent,管片
螺栓,affect_compnent,拱顶管片
螺栓,has_Measures,应立即开展裂缝扩展段复核并形成整改记录。
螺栓,appear_on_location,混凝土的切割端面
螺栓,appear_on_location,构件靠模的侧面
螺栓,has_Measures,当地铁管片浇筑成型后，不可急于脱模操作，而是要观察对应试块在同等条件下的养护情况，检验其具体的抗压强度系数是否符合脱模参数指标，如果达到可脱模性能再进行脱模以及吊运
螺栓,has_Measures,"二次振捣周边混凝土,以提高排气"
螺栓,has_Measures,对密封不严部位部位已安排专项验收，请相关责任人签字确认。
螺栓,appear_on_location,止水槽侧面
螺栓,has_Measures,需对裂缝扩展段部位加强巡查并做好风险提示牌。
螺栓,has_Measures,建议对密封不严部位进行加固处理并上报监理。
螺栓,has_Measures,应立即开展掉角破损处复核并形成整改记录。
螺栓,appear_on_location,盾构始发段
螺栓,appear_on_location,左线三十环
螺栓,appear_on_location,3号盾构井
螺栓,appear_on_location,内面侧
螺栓,appear_on_location,下行线十五环
螺栓,has_Measures,现场已下发裂缝扩展段整改通知单，需跟踪闭合。
螺栓,has_Measures,应立即开展蜂窝麻面区域复核并形成整改记录。
螺栓,has_Measures,需对密封不严部位部位加强巡查并做好风险提示牌。
螺栓,has_Measures,体积稍大的先凿除蜂窝处松散混凝土颗粒，用水洗刷干净后再用水泥砂浆掺修补胶修补
螺栓,appear_on_location,拱腰位置
螺栓,has_Measures,过程中，必须确保混凝土的配合比例精准，严格按照设计要求进行搅拌，混凝土的成型也需要注意各种细节，以保证管片的质量
螺栓,has_Measures,"做好施工人员的技术交底和培训工作,定期进行考核"
螺栓,affect_compnent,终止环管片
螺栓,appear_on_location,右线十环
螺栓,affect_compnent,螺栓孔
螺栓,has_Measures,监理停工令
螺栓,appear_on_location,钢筋表面
螺栓,has_Measures,制定详细的验收标准及抽检计划
螺栓,has_Measures,钢筋要保持平直没有局部的弯折现象
螺栓,has_Measures,管片应按生产日期及型号排列堆放整齐
螺栓,has_Measures,现场已下发渗漏水点整改通知单，需跟踪闭合。
螺栓,has_Measures,在混凝土浇注过程中还要密切观察
螺栓,has_Measures,是否偏移、脱落、变形等，如发现上述问题要及时修正，问题较严重修正困难时，要及时通知预制厂负责人
螺栓,has_Measures,密实而不离析
螺栓,has_Measures,在养护期间，应严格控制管片的养护环境，保持养护温度和湿度的稳定，并定期检测管片的强度发展情况，养护效果的稳定和可靠
螺栓,appear_on_location,右线五十环
螺栓,has_Measures,需对孔洞缺陷处部位加强巡查并做好风险提示牌。
螺栓,has_Measures,制定严格的升降温制度
螺栓,has_Measures,混凝土工程冬期施工时，需对混凝土生产人员进行专门培训，严格按冬期施工规范要求进行混凝土的生产和浇筑
螺栓,appear_on_location,左线一环
螺栓,has_Measures,检漏检验：每50环抽查1块
螺栓,has_Measures,焊机工作电流不得大于300
螺栓,affect_compnent,焊丝盘
螺栓,has_Measures,现场已下发偏位错台位置整改通知单，需跟踪闭合。
螺栓,has_Measures,严格控制混凝土搅拌与成型环节，以提高钢纤维混凝土管片的生产质量
螺栓,appear_on_location,管片侧面
螺栓,appear_on_location,端面
螺栓,has_Measures,对偏位错台位置部位已安排专项验收，请相关责任人签字确认。
螺栓,appear_on_location,拱脚位置
螺栓,appear_on_location,上行线二十环
螺栓,has_Measures,监理旁站
螺栓,affect_compnent,止水条
螺栓,has_Measures,移位的现象应该及时停止加工进程，以快捷高效的手段处理这些突发问题后，抢在混凝土开始凝结之前再次恢复加工，这样可以避免一些突发状况下由于人员的松懈大意造成的产品损耗浪费，同时也能够保证加工效率
螺栓,has_Measures,在生产过程中通过调节水温进行混凝土生产温度控制生产，冬天加热水夏天加冰水来保证混凝土温度，让气泡比较利于排出
螺栓,has_Measures,过程的温度控制，确保管片降温速率，试验室及时跟踪管片
螺栓,has_Measures,水池养护过程中要覆盖水池并保证水温在（20±2）
螺栓,has_Measures,加强沟通做好交接班记录
螺栓,has_Measures,对螺栓松动位置部位已安排专项验收，请相关责任人签字确认。
螺栓,appear_on_location,右线四十二环
螺栓,has_Measures,建议对渗漏水点进行加固处理并上报监理。
螺栓,appear_on_location,底板中部
螺栓,has_Measures,加大管理人员的现场监督力度
螺栓,has_Measures,建议对蜂窝麻面区域进行加固处理并上报监理。
螺栓,affect_compnent,拼缝
螺栓,appear_on_location,内弯弧面
螺栓,appear_on_location,右面端面
螺栓,has_Measures,采用固定台座法生产大直径管片时，应采用聚羧酸高性能或高效
螺栓,has_Measures,调整凝结时间的早强成分不得使用早强剂代替
螺栓,has_Measures,通过对钢筋混凝土管片生产工艺与质量管理的研究，通过加强原材料管理、实施生产过程中的实时监控、完善缺陷修复机制等手段，有效提升了管片的质量稳定性
螺栓,has_Measures,现场已下发蜂窝麻面区域整改通知单，需跟踪闭合。
螺栓,has_Measures,需对掉角破损处部位加强巡查并做好风险提示牌。
螺栓,has_Measures,模具在发货前及进厂后必须分别按钢模的加工合同进行其宽度、弧弦长、对角线、环面角度等精度控制指标进行验收与检测
螺栓,has_Measures,模具必须采用专门的车辆进行运输
螺栓,affect_compnent,键槽管片
渗漏水,cause_Problems,裂纹
渗漏水,cause_Problems,气泡
渗漏水,cause_Problems,蜂窝麻面
渗漏水,cause_Problems,粘皮
渗漏水,cause_Problems,粘连
渗漏水,cause_Problems,空洞
渗漏水,cause_Problems,蜂窝
渗漏水,cause_Problems,缺棱掉角
渗漏水,cause_Problems,蜂窝空洞
渗漏水,cause_Problems,浮浆
渗漏水,cause_Problems,龟裂纹
渗漏水,cause_Problems,沉缩裂缝
渗漏水,cause_Problems,缺角
渗漏水,cause_Problems,螺栓
渗漏水,cause_Problems,裂缝
渗漏水,cause_Problems,露筋
渗漏水,cause_Problems,翘曲
隧道漏水,cause_Problems,裂纹
隧道漏水,cause_Problems,气泡
隧道漏水,cause_Problems,蜂窝麻面
隧道漏水,cause_Problems,粘皮
隧道漏水,cause_Problems,粘连
隧道漏水,cause_Problems,空洞
隧道漏水,cause_Problems,蜂窝
隧道漏水,cause_Problems,缺棱掉角
隧道漏水,cause_Problems,蜂窝空洞
隧道漏水,cause_Problems,浮浆
隧道漏水,cause_Problems,龟裂纹
隧道漏水,cause_Problems,沉缩裂缝
隧道漏水,cause_Problems,缺角
隧道漏水,cause_Problems,螺栓
隧道漏水,cause_Problems,裂缝
隧道漏水,cause_Problems,露筋
隧道漏水,cause_Problems,翘曲
拼缝,has_Activity,振捣
拼缝,has_Activity,粘模
拼缝,has_Activity,下料
拼缝,has_Activity,脱模
拼缝,has_Activity,收面
拼缝,has_Activity,养护
拼缝,has_Activity,蒸汽养护
拼缝,has_Activity,漫水养护
拼缝,has_Activity,搅拌
拼缝,has_Activity,浇筑
拼缝,has_Activity,静停
拼缝,has_Activity,蒸养
拼缝,has_Activity,混凝土振捣
拼缝,has_Activity,浇筑振捣
浇筑振捣,use_material,浆液
浇筑振捣,use_equipment,刀盘电机
浇筑振捣,use_material,混凝土
浇筑振捣,use_equipment,螺栓拧紧机
浇筑振捣,control_Parameter,环片拼装间隙强度等级
浇筑振捣,control_Parameter,温湿度
浇筑振捣,cause_Hazards,端面破损
浇筑振捣,use_equipment,液压千斤顶
浇筑振捣,use_equipment,模具
浇筑振捣,use_material,掺合料
浇筑振捣,control_Parameter,配合比
浇筑振捣,use_material,减水剂
浇筑振捣,use_equipment,测量传感器
浇筑振捣,cause_Hazards,偏位错台
浇筑振捣,use_material,脱模剂
浇筑振捣,use_material,水泥
浇筑振捣,use_equipment,驱动电机
浇筑振捣,control_Parameter,螺栓预紧力
浇筑振捣,control_Parameter,拼装间隙厚度测量值
浇筑振捣,use_equipment,注浆泵
浇筑振捣,use_equipment,钢模
浇筑振捣,use_material,外加剂
浇筑振捣,cause_Hazards,接缝开裂
浇筑振捣,control_Parameter,焊接时间
浇筑振捣,control_Parameter,螺栓预紧力含量
浇筑振捣,use_material,外加剂掺量
浇筑振捣,use_material,钢筋间距
浇筑振捣,use_material,止水带材质
浇筑振捣,cause_Hazards,掉皮
浇筑振捣,use_material,钢筋
浇筑振捣,control_Parameter,螺栓预紧力强度等级
浇筑振捣,control_Parameter,密封垫压缩量
浇筑振捣,use_equipment,顶推油缸
浇筑振捣,use_material,混凝土配合比
浇筑振捣,control_Parameter,试压强度
浇筑振捣,control_Parameter,设计强度
浇筑振捣,use_material,粉煤灰
浇筑振捣,use_material,钢筋保护层厚度
浇筑振捣,control_Parameter,钢筋间距压力
浇筑振捣,control_Parameter,螺栓预紧力压力
浇筑振捣,use_equipment,振捣棒
浇筑振捣,control_Parameter,温差
浇筑振捣,control_Parameter,湿养强度
浇筑振捣,cause_Hazards,孔洞缺陷
浇筑振捣,control_Parameter,坍落度
浇筑振捣,cause_Hazards,掉角破损
浇筑振捣,cause_Hazards,密封不严
浇筑振捣,control_Parameter,蒸发量
浇筑振捣,use_material,防水材料
浇筑振捣,control_Parameter,混凝土保护层含量
浇筑振捣,control_Parameter,环片拼装间隙厚度测量值
浇筑振捣,control_Parameter,水胶比
浇筑振捣,control_Parameter,厚度
浇筑振捣,use_equipment,振动器
浇筑振捣,use_equipment,振动棒
浇筑振捣,use_equipment,震动台
浇筑振捣,control_Parameter,静停时间
浇筑振捣,control_Parameter,振捣时间
浇筑振捣,control_Parameter,水灰比
浇筑振捣,control_Parameter,注浆压力
浇筑振捣,use_equipment,土压传感器
浇筑振捣,use_material,骨料
浇筑振捣,use_material,钢纤维
浇筑振捣,control_Parameter,螺栓预紧力厚度
浇筑振捣,control_Parameter,处理时间
浇筑振捣,control_Parameter,升降温速度
浇筑振捣,control_Parameter,光面时间
浇筑振捣,use_equipment,同步千斤顶
浇筑振捣,use_equipment,蒸养罩
浇筑振捣,use_equipment,拼装机
浇筑振捣,control_Parameter,环片拼装间隙压力
浇筑振捣,cause_Hazards,裂缝扩展
浇筑振捣,use_material,橡胶
浇筑振捣,control_Parameter,混凝土保护层厚度
浇筑振捣,use_material,钢筋锈蚀
浇筑振捣,use_material,浆液配比
浇筑振捣,cause_Hazards,渗漏水
浇筑振捣,control_Parameter,湿度
浇筑振捣,control_Parameter,水养时间
浇筑振捣,use_material,集料
浇筑振捣,cause_Hazards,隧道漏水
浇筑振捣,use_equipment,模板
浇筑振捣,control_Parameter,湿度差
浇筑振捣,control_Parameter,注浆量压力
浇筑振捣,use_material,混凝土强度
浇筑振捣,cause_Hazards,混凝土剥落
浇筑振捣,control_Parameter,抗压强度
浇筑振捣,control_Parameter,环片拼装间隙压力读数波动较大，记录峰值38k[UNK]a。
浇筑振捣,control_Parameter,环片拼装间隙厚度
浇筑振捣,use_equipment,水泥厂
浇筑振捣,use_material,助磨剂
浇筑振捣,use_material,木钙
浇筑振捣,control_Parameter,养护温度
裂缝,has_Measures,在浇筑以后利用振捣棒充分
裂缝,affect_compnent,环管片
裂缝,has_Measures,要求施工班组对螺栓松动位置区域实施临时支护措施。
裂缝,appear_on_location,混凝土表面
裂缝,appear_on_location,侧墙
裂缝,appear_on_location,左线32环
裂缝,has_Measures,要求施工班组对裂缝扩展段区域实施临时支护措施。
裂缝,affect_compnent,止水带
裂缝,has_Measures,安排人员每天测定环境
裂缝,appear_on_location,注浆孔附近
裂缝,appear_on_location,盾构到达段
裂缝,appear_on_location,止水槽
裂缝,has_Measures,要求施工班组对孔洞缺陷处区域实施临时支护措施。
裂缝,affect_compnent,加宽管片
裂缝,has_Measures,班组自检
裂缝,appear_on_location,右线15环
裂缝,has_Measures,及时调整混凝土
裂缝,has_Measures,搅拌时先投入砂、石和水，再加入水泥，避免水泥直接与热水搅拌，以免产生假凝现象
裂缝,has_Measures,"厚大型管片宜采取分层振捣的方式,根据模具大小合理布置附着式振动器,合理设定振动频率,以保障混凝土浇筑质量"
裂缝,appear_on_location,侧模
裂缝,has_Measures,对蜂窝麻面区域部位已安排专项验收，请相关责任人签字确认。
裂缝,appear_on_location,底板
裂缝,appear_on_location,端板
裂缝,affect_compnent,钢筋笼
裂缝,has_Measures,预留的4个钢筋起吊环上，保证钢筋笼在水平方向上不发生偏移，
裂缝,has_Measures,外弧向上，内弧向下，不可随便摆放，不可乱挂吊点，防止成型的
裂缝,has_Measures,出现扭曲变形情况
裂缝,appear_on_location,拱顶
裂缝,has_Measures,实时监控体系
裂缝,has_Measures,钢筋骨架用四点吊钩吊至指定区域按型号堆放整齐
裂缝,has_Measures,应立即开展螺栓松动位置复核并形成整改记录。
裂缝,affect_compnent,预埋件
裂缝,affect_compnent,环片
裂缝,has_Measures,应立即开展偏位错台位置复核并形成整改记录。
裂缝,has_Measures,管片养护：①、按工艺规定，控制好静、升、恒、降四阶段蒸养过程，规范如实填写蒸养记录
裂缝,appear_on_location,接口处
裂缝,has_Measures,要求施工班组对蜂窝麻面区域区域实施临时支护措施。
裂缝,appear_on_location,外侧拱部
裂缝,has_Measures,质量检查表
裂缝,has_Measures,对孔洞缺陷处部位已安排专项验收，请相关责任人签字确认。
裂缝,has_Measures,监理抽检
裂缝,affect_compnent,钢筋笼骨架
裂缝,affect_compnent,钢筋骨架
裂缝,has_Measures,"制定设备机具保养手册,定期对设备进行保养"
裂缝,has_Measures,质量验收记录
裂缝,has_Measures,质量员复核
裂缝,affect_compnent,管片
裂缝,affect_compnent,拱顶管片
裂缝,has_Measures,应立即开展裂缝扩展段复核并形成整改记录。
裂缝,appear_on_location,混凝土的切割端面
裂缝,appear_on_location,构件靠模的侧面
裂缝,has_Measures,当地铁管片浇筑成型后，不可急于脱模操作，而是要观察对应试块在同等条件下的养护情况，检验其具体的抗压强度系数是否符合脱模参数指标，如果达到可脱模性能再进行脱模以及吊运
裂缝,has_Measures,"二次振捣周边混凝土,以提高排气"
裂缝,has_Measures,对密封不严部位部位已安排专项验收，请相关责任人签字确认。
裂缝,appear_on_location,止水槽侧面
裂缝,has_Measures,需对裂缝扩展段部位加强巡查并做好风险提示牌。
裂缝,has_Measures,建议对密封不严部位进行加固处理并上报监理。
裂缝,has_Measures,应立即开展掉角破损处复核并形成整改记录。
裂缝,appear_on_location,盾构始发段
裂缝,appear_on_location,左线三十环
裂缝,appear_on_location,3号盾构井
裂缝,appear_on_location,内面侧
裂缝,appear_on_location,下行线十五环
裂缝,has_Measures,现场已下发裂缝扩展段整改通知单，需跟踪闭合。
裂缝,has_Measures,应立即开展蜂窝麻面区域复核并形成整改记录。
裂缝,has_Measures,需对密封不严部位部位加强巡查并做好风险提示牌。
裂缝,has_Measures,体积稍大的先凿除蜂窝处松散混凝土颗粒，用水洗刷干净后再用水泥砂浆掺修补胶修补
裂缝,appear_on_location,拱腰位置
裂缝,has_Measures,过程中，必须确保混凝土的配合比例精准，严格按照设计要求进行搅拌，混凝土的成型也需要注意各种细节，以保证管片的质量
裂缝,has_Measures,"做好施工人员的技术交底和培训工作,定期进行考核"
裂缝,affect_compnent,终止环管片
裂缝,appear_on_location,右线十环
